Line,ProductDescription,DateTime_Out,Feed,OutputGood,Scrap,Error_Count,Sum_Duration,Avg_Staff
1,Liraglutid 1.8 mg,2018-02-01 01:00:00,8132,8046,86,44,570,3
1,Liraglutid 1.8 mg,2018-02-01 02:00:00,5032,4860,172,34,236,3
1,Liraglutid 1.8 mg,2018-02-01 03:00:00,8008,7938,70,50,232,3
1,Liraglutid 1.8 mg,2018-02-01 04:00:00,9815,9720,95,88,3472,3
1,Liraglutid 1.8 mg,2018-02-01 05:00:00,9688,9504,184,27,918,3
1,Liraglutid 1.8 mg,2018-02-01 06:00:00,6671,6588,83,33,474,3
1,Liraglutid 1.8 mg,2018-02-01 07:00:00,1108,1080,28,24,218,3
1,Liraglutid 1.8 mg,2018-02-01 08:00:00,4164,3996,168,42,1656,3
1,Liraglutid 1.8 mg,2018-02-01 09:00:00,9584,9504,80,35,374,3
1,Liraglutid 1.8 mg,2018-02-01 10:00:00,5968,5778,190,40,804,3
1,Liraglutid 1.8 mg,2018-02-01 11:00:00,9308,9126,182,54,648,3
1,Liraglutid 1.8 mg,2018-02-01 12:00:00,9308,9072,236,45,730,3
1,Liraglutid 1.8 mg,2018-02-01 13:00:00,5545,5346,199,44,568,3
1,Liraglutid 1.8 mg,2018-02-01 14:00:00,8569,8424,145,41,364,3
1,Liraglutid 1.8 mg,2018-02-01 15:00:00,8812,8802,10,40,274,3
1,Liraglutid 1.8 mg,2018-02-01 16:00:00,5962,5832,130,46,562,3
1,Liraglutid 1.8 mg,2018-02-01 17:00:00,7376,7020,356,55,808,3
1,Liraglutid 1.8 mg,2018-02-01 18:00:00,7716,7560,156,62,306,3
1,Liraglutid 1.8 mg,2018-02-01 19:00:00,7125,7074,51,37,432,3
1,Liraglutid 1.8 mg,2018-02-01 20:00:00,3388,3240,148,24,30236,3
1,Liraglutid 1.8 mg,2018-02-01 21:00:00,9554,9396,158,40,296,3
1,Liraglutid 1.8 mg,2018-02-01 22:00:00,7748,7776,-28,33,456,3
1,Liraglutid 1.8 mg,2018-02-01 23:00:00,5420,5238,182,36,630,3
1,Liraglutid 1.8 mg,2018-02-02 00:00:00,9834,9720,114,36,1520,3
1,Liraglutid 1.8 mg,2018-02-02 01:00:00,8392,8262,130,1,6142,3
1,Liraglutid 1.8 mg,2018-02-02 02:00:00,8912,8694,218,23,246,3
1,Liraglutid 1.8 mg,2018-02-02 03:00:00,8240,8208,32,1,3042,3
1,Liraglutid 1.8 mg,2018-02-02 04:00:00,6226,6048,178,34,4024,3
1,Liraglutid 1.8 mg,2018-02-02 05:00:00,6944,7326,-382,15,504,3
1,NovoMix 30 GLY (CCH),2018-02-02 08:00:00,1711,1242,469,35,442,3
1,NovoMix 30 GLY (CCH),2018-02-02 09:00:00,6076,6102,-26,1,3288,3
1,NovoMix 30 GLY (CCH),2018-02-02 13:00:00,576,432,144,40,442,3
1,NovoMix 30 GLY (CCH),2018-02-02 14:00:00,8036,7884,152,35,682,3
1,NovoMix 30 GLY (CCH),2018-02-02 15:00:00,8024,8046,-22,30,4412,3
1,NovoMix 30 GLY (CCH),2018-02-02 16:00:00,7700,7560,140,20,248,3
1,NovoMix 30 GLY (CCH),2018-02-02 17:00:00,664,864,-200,59,1430,3
1,NovoMix 30 GLY (CCH),2018-02-02 18:00:00,10252,9936,316,59,326,3
1,NovoMix 30 GLY (CCH),2018-02-02 19:00:00,9572,9504,68,58,524,3
1,NovoMix 30 GLY (CCH),2018-02-02 20:00:00,10428,10368,60,41,512,3
1,NovoMix 30 GLY (CCH),2018-02-02 21:00:00,9632,9558,74,55,586,3
1,NovoMix 30 GLY (CCH),2018-02-02 22:00:00,9731,9774,-43,61,584,3
1,NovoMix 30 GLY (CCH),2018-02-02 23:00:00,10216,9990,226,56,282,3
1,NovoMix 30 GLY (CCH),2018-02-03 00:00:00,9547,9612,-65,50,216,3
1,NovoMix 30 GLY (CCH),2018-02-03 01:00:00,10224,10044,180,72,690,3
1,NovoMix 30 GLY (CCH),2018-02-03 02:00:00,8207,8208,-1,63,202,3
1,NovoMix 30 GLY (CCH),2018-02-03 03:00:00,9243,9126,117,90,506,3
1,NovoMix 30 GLY (CCH),2018-02-03 04:00:00,7504,7506,-2,72,336,3
1,NovoMix 30 GLY (CCH),2018-02-03 05:00:00,6536,6480,56,69,450,3
1,NovoMix 30 GLY (CCH),2018-02-03 06:00:00,8708,8640,68,33,2940,3
1,NovoMix 30 GLY (CCH),2018-02-03 07:00:00,9720,9666,54,44,494,3
1,NovoMix 30 GLY (CCH),2018-02-03 08:00:00,8324,8208,116,77,400,3
1,NovoMix 30 GLY (CCH),2018-02-03 09:00:00,10008,9990,18,43,2700,3
1,NovoMix 30 GLY (CCH),2018-02-03 10:00:00,7100,7074,26,17,2500,3
1,NovoMix 30 GLY (CCH),2018-02-03 11:00:00,9724,9612,112,40,244,3
1,NovoMix 30 GLY (CCH),2018-02-03 12:00:00,9844,9774,70,65,334,3
1,NovoMix 30 GLY (CCH),2018-02-03 13:00:00,8772,8694,78,74,512,3
1,NovoMix 30 GLY (CCH),2018-02-03 14:00:00,10011,9936,75,74,432,3
1,NovoMix 30 GLY (CCH),2018-02-03 15:00:00,9159,9180,-21,86,332,3
1,NovoMix 30 GLY (CCH),2018-02-03 16:00:00,9896,9774,122,72,1280,3
1,NovoMix 30 GLY (CCH),2018-02-03 17:00:00,10056,9990,66,71,428,3
1,NovoMix 30 GLY (CCH),2018-02-03 18:00:00,9168,9126,42,78,336,3
1,NovoMix 30 GLY (CCH),2018-02-03 19:00:00,10628,10530,98,80,908,3
1,NovoMix 30 GLY (CCH),2018-02-03 20:00:00,8756,8694,62,49,744,3
1,NovoMix 30 GLY (CCH),2018-02-03 21:00:00,8252,8262,-10,39,194,3
1,NovoMix 30 GLY (CCH),2018-02-03 22:00:00,4768,5256,-488,54,338,3
1,NovoMix 30 GLY (CCH),2018-02-03 23:00:00,7516,3888,3628,42,510,3
1,NovoMix 30 GLY (CCH),2018-02-04 00:00:00,10784,10638,146,61,274,3
1,NovoMix 30 GLY (CCH),2018-02-04 01:00:00,9564,9558,6,37,436,3
1,NovoMix 30 GLY (CCH),2018-02-04 02:00:00,9300,9072,228,32,454,3
1,NovoMix 30 GLY (CCH),2018-02-04 03:00:00,9676,9558,118,38,386,3
1,NovoMix 30 GLY (CCH),2018-02-04 04:00:00,10872,10854,18,41,1428,3
1,NovoMix 30 GLY (CCH),2018-02-04 05:00:00,6068,5922,146,42,1842,3
1,NovoMix 30 GLY (CCH),2018-02-04 06:00:00,10064,9990,74,35,1604,3
1,NovoMix 30 GLY (CCH),2018-02-04 07:00:00,9576,9504,72,30,186,3
1,NovoMix 30 GLY (CCH),2018-02-04 08:00:00,9708,9666,42,34,250,3
1,NovoMix 30 GLY (CCH),2018-02-04 09:00:00,8268,8208,60,48,440,3
1,NovoMix 30 GLY (CCH),2018-02-04 10:00:00,4044,3996,48,31,236,3.5
1,NovoMix 30 GLY (CCH),2018-02-04 11:00:00,10012,9936,76,41,312,3.5
1,NovoMix 30 GLY (CCH),2018-02-04 12:00:00,10680,10638,42,40,694,3.66666666666667
1,NovoMix 30 GLY (CCH),2018-02-04 13:00:00,9752,9666,86,42,778,4
1,NovoMix 30 GLY (CCH),2018-02-04 14:00:00,9304,9180,124,41,3358,4.6
1,NovoMix 30 GLY (CCH),2018-02-04 15:00:00,9818,9720,98,22,110,3
1,NovoMix 30 GLY (CCH),2018-02-04 16:00:00,9942,9882,60,41,520,3
1,NovoMix 30 GLY (CCH),2018-02-04 17:00:00,9712,9720,-8,51,624,3
1,NovoMix 30 GLY (CCH),2018-02-04 18:00:00,10696,10692,4,41,1022,3
1,NovoMix 30 GLY (CCH),2018-02-04 19:00:00,10123,9990,133,48,278,3
1,NovoMix 30 GLY (CCH),2018-02-04 20:00:00,10095,9936,159,57,368,3
1,NovoMix 30 GLY (CCH),2018-02-04 21:00:00,9712,9612,100,53,146,3
1,NovoMix 30 GLY (CCH),2018-02-04 22:00:00,10052,9990,62,65,304,3
1,NovoMix 30 GLY (CCH),2018-02-04 23:00:00,8563,8478,85,55,634,3
1,NovoMix 30 GLY (CCH),2018-02-05 00:00:00,9312,9126,186,71,288,3
1,NovoMix 30 GLY (CCH),2018-02-05 01:00:00,9852,9882,-30,56,312,3
1,NovoMix 30 GLY (CCH),2018-02-05 02:00:00,10328,10206,122,53,236,3
1,NovoMix 30 GLY (CCH),2018-02-05 03:00:00,9508,9396,112,95,484,3
1,NovoMix 30 GLY (CCH),2018-02-05 04:00:00,10138,10044,94,58,292,3
1,NovoMix 30 GLY (CCH),2018-02-05 05:00:00,9756,9774,-18,55,284,3
1,NovoMix 30 GLY (CCH),2018-02-05 06:00:00,9124,8910,214,60,1184,3
1,NovoMix 30 GLY (CCH),2018-02-05 07:00:00,3600,3564,36,34,1844,3
1,NovoMix 30 GLY (CCH),2018-02-05 08:00:00,1302,1836,-534,41,540,3
1,NovoMix 30 GLY (CCH),2018-02-05 09:00:00,3178,2646,532,40,764,3
1,NovoMix 30 GLY (CCH),2018-02-05 10:00:00,5806,5724,82,41,250,3
1,NovoMix 30 GLY (CCH),2018-02-05 11:00:00,9788,9720,68,48,946,3
1,NovoMix 30 GLY (CCH),2018-02-05 12:00:00,8359,8100,259,9,4410,3
1,NovoMix 30 GLY (CCH),2018-02-05 13:00:00,8412,8316,96,18,1204,3
1,NovoMix 30 GLY (CCH),2018-02-05 14:00:00,6196,6102,94,28,578,3
1,NovoMix 30 GLY (CCH),2018-02-05 15:00:00,3512,3294,218,60,472,3
1,NovoMix 30 GLY (CCH),2018-02-05 16:00:00,3142,3222,-80,60,496,4
1,Detemir Gly (CCH),2018-02-05 16:00:00,3142,3222,-80,60,496,4
1,Detemir Gly (CCH),2018-02-05 17:00:00,8888,8640,248,29,184,4
1,Detemir Gly (CCH),2018-02-05 18:00:00,7291,7074,217,18,2766,4
1,Detemir Gly (CCH),2018-02-05 19:00:00,8259,8262,-3,52,216,4
1,Detemir Gly (CCH),2018-02-05 20:00:00,5804,5616,188,36,516,4
1,Detemir Gly (CCH),2018-02-05 21:00:00,7876,7776,100,62,360,4
1,Detemir Gly (CCH),2018-02-05 22:00:00,9824,9720,104,32,362,4
1,Detemir Gly (CCH),2018-02-05 23:00:00,8484,8316,168,64,384,4
1,Detemir Gly (CCH),2018-02-06 00:00:00,9624,9558,66,60,708,4
1,Detemir Gly (CCH),2018-02-06 01:00:00,9640,9558,82,63,1862,4
1,Detemir Gly (CCH),2018-02-06 02:00:00,4372,4266,106,22,786,4
1,Detemir Gly (CCH),2018-02-06 03:00:00,7420,7020,400,75,376,4
1,Detemir Gly (CCH),2018-02-06 04:00:00,8740,8640,100,102,608,4
1,Detemir Gly (CCH),2018-02-06 05:00:00,9560,9612,-52,81,482,4
1,Detemir Gly (CCH),2018-02-06 06:00:00,9072,8802,270,73,476,4
1,Detemir Gly (CCH),2018-02-06 07:00:00,7953,7992,-39,62,862,4
1,Detemir Gly (CCH),2018-02-06 08:00:00,38,378,-340,88,630,4
1,NovoMix 50 NN2000,2018-02-06 09:00:00,7712,7128,584,95,468,4
1,NovoMix 50 NN2000,2018-02-06 10:00:00,8116,7938,178,66,1002,4
1,NovoMix 50 NN2000,2018-02-06 11:00:00,8507,8370,137,84,440,4
1,NovoMix 50 NN2000,2018-02-06 12:00:00,5927,5868,59,98,744,4
1,NovoMix 50 NN2000,2018-02-06 13:00:00,1528,2052,-524,56,820,4
1,no product,2018-02-06 14:00:00,4965,4266,699,63,442,4
1,no product,2018-02-06 15:00:00,10052,9936,116,63,234,4
1,no product,2018-02-06 16:00:00,8456,8262,194,39,598,4
1,no product,2018-02-06 17:00:00,8700,8640,60,85,292,4
1,no product,2018-02-06 18:00:00,9286,9072,214,62,460,4
1,no product,2018-02-06 19:00:00,9111,8964,147,66,284,4
1,no product,2018-02-06 20:00:00,873,1422,-549,61,238,4
1,Liraglutid 1.8 mg,2018-02-06 22:00:00,6832,6588,244,61,256,3.8
1,Liraglutid 1.8 mg,2018-02-06 23:00:00,2440,2376,64,41,214,3.5
1,Liraglutid 1.8 mg,2018-02-07 00:00:00,2188,2160,28,68,582,3.5
1,Liraglutid 1.8 mg,2018-02-07 01:00:00,6903,6750,153,42,372,3.5
1,Liraglutid 1.8 mg,2018-02-07 02:00:00,10142,10098,44,40,3092,3.5
1,Liraglutid 1.8 mg,2018-02-07 03:00:00,10256,10098,158,26,1316,3.5
1,Liraglutid 1.8 mg,2018-02-07 04:00:00,8108,8046,62,39,1744,3.5
1,Liraglutid 1.8 mg,2018-02-07 05:00:00,8371,8262,109,44,1112,3.5
1,Liraglutid 1.8 mg,2018-02-07 06:00:00,7095,7074,21,47,4596,3.5
1,Liraglutid 1.8 mg,2018-02-07 07:00:00,5658,5454,204,7,62,3.5
1,Liraglutid 1.8 mg,2018-02-07 08:00:00,9351,9342,9,54,478,3.5
1,Liraglutid 1.8 mg,2018-02-07 09:00:00,1624,1602,22,35,1780,3.5
1,Liraglutid 1.8 mg,2018-02-07 10:00:00,572,378,194,79,1038,3.5
1,Liraglutid 1.8 mg,2018-02-07 11:00:00,5456,5400,56,52,578,3.5
1,Liraglutid 1.8 mg,2018-02-07 12:00:00,7428,7344,84,50,896,3.5
1,Liraglutid 1.8 mg,2018-02-07 13:00:00,8420,8370,50,64,1194,3.5
1,Liraglutid 1.8 mg,2018-02-07 14:00:00,7479,7398,81,29,230,3.5
1,Liraglutid 1.8 mg,2018-02-07 15:00:00,7176,7074,102,54,474,3.5
1,Liraglutid 1.8 mg,2018-02-07 16:00:00,6591,6426,165,57,380,3.5
1,Liraglutid 1.8 mg,2018-02-07 17:00:00,8531,8424,107,52,580,3.5
1,Liraglutid 1.8 mg,2018-02-07 18:00:00,8471,8424,47,70,532,3.5
1,Liraglutid 1.8 mg,2018-02-07 19:00:00,8904,8748,156,60,388,3.5
1,Liraglutid 1.8 mg,2018-02-07 20:00:00,7997,7776,221,61,578,3.5
1,Liraglutid 1.8 mg,2018-02-07 21:00:00,8260,8316,-56,74,1272,3.5
1,Liraglutid 1.8 mg,2018-02-07 22:00:00,8901,8640,261,49,620,3.5
1,Liraglutid 1.8 mg,2018-02-07 23:00:00,5778,5670,108,62,742,3.5
1,Liraglutid 1.8 mg,2018-02-08 00:00:00,8899,8856,43,43,1248,3.5
1,Liraglutid 1.8 mg,2018-02-08 01:00:00,7781,7776,5,99,1020,3.5
1,Liraglutid 1.8 mg,2018-02-08 02:00:00,4889,4698,191,62,1276,3.5
1,Liraglutid 1.8 mg,2018-02-08 03:00:00,7593,7614,-21,40,826,3.5
1,Liraglutid 1.8 mg,2018-02-08 04:00:00,6360,6102,258,36,670,3.5
1,Liraglutid 1.8 mg,2018-02-08 05:00:00,8232,8154,78,57,684,3.5
1,Liraglutid 1.8 mg,2018-02-08 06:00:00,8956,8892,64,49,684,3.5
1,Liraglutid 1.8 mg,2018-02-08 07:00:00,8274,8208,66,52,1494,3.5
1,Liraglutid 1.8 mg,2018-02-08 08:00:00,8976,8964,12,51,1466,3.5
1,Liraglutid 1.8 mg,2018-02-08 09:00:00,6061,5994,67,20,1586,3.5
1,Liraglutid 1.8 mg,2018-02-08 10:00:00,6372,6372,0,50,1028,3.5
1,Liraglutid 1.8 mg,2018-02-08 11:00:00,5204,5130,74,37,522,3.5
1,Liraglutid 1.8 mg,2018-02-08 12:00:00,7830,7776,54,34,1444,3.5
1,Liraglutid 1.8 mg,2018-02-08 13:00:00,8240,8208,32,32,2418,3.5
1,Liraglutid 1.8 mg,2018-02-08 14:00:00,6424,6318,106,2,3110,3.5
1,Liraglutid 1.8 mg,2018-02-08 15:00:00,4764,5238,-474,20,928,3.5
1,PenMix 30 (CCH),2018-02-08 17:00:00,7928,7866,62,16,216,3.5
1,PenMix 30 (CCH),2018-02-08 18:00:00,9635,9612,23,34,234,3.5
1,PenMix 30 (CCH),2018-02-08 19:00:00,10338,10314,24,66,1914,3.5
1,PenMix 30 (CCH),2018-02-08 20:00:00,10340,10260,80,96,2120,3.5
1,PenMix 30 (CCH),2018-02-08 21:00:00,5396,5508,-112,18,204,3.5
1,PenMix 30 (CCH),2018-02-08 22:00:00,3251,2916,335,38,630,3.5
1,PenMix 30 (CCH),2018-02-08 23:00:00,10431,10260,171,29,996,3.5
1,PenMix 30 (CCH),2018-02-09 00:00:00,9344,9396,-52,31,364,3.5
1,PenMix 30 (CCH),2018-02-09 01:00:00,7788,7506,282,20,768,3.5
1,PenMix 30 (CCH),2018-02-09 02:00:00,10004,9882,122,12,218,3.5
1,PenMix 30 (CCH),2018-02-09 03:00:00,8524,8370,154,46,10818,3.5
1,PenMix 30 (CCH),2018-02-09 04:00:00,10424,10422,2,1,9372,3.5
1,PenMix 30 (CCH),2018-02-09 05:00:00,6628,6642,-14,2,7708,3.5
1,PenMix 30 (CCH),2018-02-09 08:00:00,3256,3348,-92,36,560,3.5
1,PenMix 30 (CCH),2018-02-09 09:00:00,172,54,118,35,340,3.5
1,PenMix 30 (CCH),2018-02-09 10:00:00,1840,1836,4,39,1500,3.5
1,PenMix 30 (CCH),2018-02-09 11:00:00,9320,9126,194,48,954,3.5
1,PenMix 30 (CCH),2018-02-09 12:00:00,9738,9720,18,52,1236,4
1,PenMix 30 (CCH),2018-02-09 13:00:00,8690,8586,104,78,1518,3.5
1,PenMix 30 (CCH),2018-02-09 14:00:00,9227,9126,101,62,536,3
1,PenMix 30 (CCH),2018-02-09 15:00:00,8156,8100,56,92,574,3
1,PenMix 30 (CCH),2018-02-09 16:00:00,8512,8478,34,97,930,3
1,PenMix 30 (CCH),2018-02-09 17:00:00,1532,2034,-502,99,610,3
1,Liraglutid 1.8 mg,2018-02-09 18:00:00,3554,2916,638,132,756,3
1,Liraglutid 1.8 mg,2018-02-09 19:00:00,8575,8424,151,90,434,3
1,Liraglutid 1.8 mg,2018-02-09 20:00:00,9120,9072,48,105,498,3
1,Liraglutid 1.8 mg,2018-02-09 21:00:00,9772,9612,160,95,468,3
1,Liraglutid 1.8 mg,2018-02-09 22:00:00,9284,9234,50,96,794,3
1,Liraglutid 1.8 mg,2018-02-09 23:00:00,9380,9342,38,97,398,3
1,Liraglutid 1.8 mg,2018-02-10 00:00:00,9011,8802,209,99,620,3
1,Liraglutid 1.8 mg,2018-02-10 01:00:00,9836,9774,62,91,392,3
1,Liraglutid 1.8 mg,2018-02-10 02:00:00,9043,8964,79,107,494,3
1,Liraglutid 1.8 mg,2018-02-10 03:00:00,8764,8640,124,96,1062,3
1,Liraglutid 1.8 mg,2018-02-10 04:00:00,4378,4914,-536,12,3682,3
1,Liraglutid 1.8 mg,2018-02-10 05:00:00,6734,6300,434,43,1360,3
1,Liraglutid 1.8 mg,2018-02-10 06:00:00,9472,9234,238,86,472,3
1,Liraglutid 1.8 mg,2018-02-10 07:00:00,9532,9450,82,94,494,3
1,Liraglutid 1.8 mg,2018-02-10 08:00:00,7773,7722,51,117,508,3
1,Liraglutid 1.8 mg,2018-02-10 09:00:00,7123,6966,157,100,272,3
1,Liraglutid 1.8 mg,2018-02-10 10:00:00,8471,8424,47,82,472,3
1,Liraglutid 1.8 mg,2018-02-10 11:00:00,9451,9396,55,106,788,3
1,Liraglutid 1.8 mg,2018-02-10 12:00:00,5468,5400,68,101,420,3
1,Liraglutid 1.8 mg,2018-02-10 13:00:00,9139,9072,67,81,436,3
1,Liraglutid 1.8 mg,2018-02-10 14:00:00,7093,7020,73,85,518,3
1,Liraglutid 1.8 mg,2018-02-10 15:00:00,7231,7074,157,132,588,3
1,Liraglutid 1.8 mg,2018-02-10 16:00:00,8603,8586,17,151,636,3
1,Liraglutid 1.8 mg,2018-02-10 17:00:00,7764,7722,42,81,2852,3
1,Liraglutid 1.8 mg,2018-02-10 18:00:00,7150,7074,76,79,194,3
1,Liraglutid 1.8 mg,2018-02-10 19:00:00,8472,8370,102,121,488,3
1,Liraglutid 1.8 mg,2018-02-10 20:00:00,7562,7344,218,139,402,3
1,Liraglutid 1.8 mg,2018-02-10 21:00:00,8864,8748,116,127,654,3
1,Liraglutid 1.8 mg,2018-02-10 22:00:00,8016,7938,78,122,494,3
1,Liraglutid 1.8 mg,2018-02-10 23:00:00,9620,9558,62,79,344,3
1,Liraglutid 1.8 mg,2018-02-11 00:00:00,8695,8640,55,118,360,3
1,Liraglutid 1.8 mg,2018-02-11 01:00:00,9404,9342,62,61,460,3
1,Liraglutid 1.8 mg,2018-02-11 02:00:00,9224,9180,44,49,246,3
1,Liraglutid 1.8 mg,2018-02-11 03:00:00,9235,9180,55,50,386,3
1,Liraglutid 1.8 mg,2018-02-11 04:00:00,9414,9342,72,54,288,3
1,Liraglutid 1.8 mg,2018-02-11 05:00:00,9368,9342,26,59,600,3
1,Liraglutid 1.8 mg,2018-02-11 06:00:00,9292,9234,58,61,538,3
1,Liraglutid 1.8 mg,2018-02-11 07:00:00,9399,9342,57,57,350,3
1,Liraglutid 1.8 mg,2018-02-11 08:00:00,9316,9288,28,70,260,3
1,Liraglutid 1.8 mg,2018-02-11 09:00:00,9692,9612,80,88,530,3
1,Liraglutid 1.8 mg,2018-02-11 10:00:00,9536,9504,32,65,438,3
1,Liraglutid 1.8 mg,2018-02-11 11:00:00,7756,7722,34,79,740,3
1,Liraglutid 1.8 mg,2018-02-11 12:00:00,8600,8586,14,38,1886,3
1,Liraglutid 1.8 mg,2018-02-11 13:00:00,9152,9072,80,76,452,3
1,Liraglutid 1.8 mg,2018-02-11 14:00:00,7704,7722,-18,58,396,3
1,Liraglutid 1.8 mg,2018-02-11 15:00:00,4562,5022,-460,86,472,3
1,Liraglutid 1.8 mg,2018-02-11 16:00:00,8321,7668,653,70,644,3
1,Liraglutid 1.8 mg,2018-02-11 17:00:00,8947,8910,37,58,3624,3
1,Liraglutid 1.8 mg,2018-02-11 18:00:00,7220,7398,-178,21,146,3
1,Liraglutid 1.8 mg,2018-02-11 19:00:00,9356,9234,122,57,550,3
1,Liraglutid 1.8 mg,2018-02-11 20:00:00,10000,9990,10,67,402,3
1,Liraglutid 1.8 mg,2018-02-11 21:00:00,8841,8748,93,143,810,3
1,Liraglutid 1.8 mg,2018-02-11 22:00:00,9219,9234,-15,86,512,3
1,Liraglutid 1.8 mg,2018-02-11 23:00:00,8688,8532,156,62,522,3
1,Liraglutid 1.8 mg,2018-02-12 00:00:00,7609,7290,319,81,402,3
1,Liraglutid 1.8 mg,2018-02-12 01:00:00,8584,8532,52,81,210,3
1,Liraglutid 1.8 mg,2018-02-12 02:00:00,8988,8964,24,73,824,3
1,Liraglutid 1.8 mg,2018-02-12 03:00:00,8627,8640,-13,51,868,3
1,Liraglutid 1.8 mg,2018-02-12 04:00:00,9513,9342,171,115,508,3
1,Liraglutid 1.8 mg,2018-02-12 05:00:00,7608,7614,-6,6,3108,3
1,Liraglutid 1.8 mg,2018-02-12 06:00:00,8600,8532,68,44,6304,3
1,Liraglutid 1.8 mg,2018-02-12 07:00:00,20,0,20,1,13200,3
1,Liraglutid 1.8 mg,2018-02-12 08:00:00,244,270,-26,44,150,3
1,Liraglutid 1.8 mg,2018-02-12 09:00:00,4724,4878,-154,4,168,3
1,Liraglutid 1.8 mg,2018-02-12 11:00:00,12,0,12,57,340,3
1,Liraglutid 1.8 mg,2018-02-12 12:00:00,505,486,19,62,576,3
1,Liraglutid 1.8 mg,2018-02-12 13:00:00,224,216,8,71,1124,3
1,Liraglutid 1.8 mg,2018-02-12 14:00:00,2508,2322,186,71,334,3
1,Liraglutid 1.8 mg,2018-02-12 15:00:00,9040,8964,76,88,758,3
1,Liraglutid 1.8 mg,2018-02-12 16:00:00,8340,8262,78,76,534,3
1,Liraglutid 1.8 mg,2018-02-12 17:00:00,7365,7020,345,95,330,3
1,Liraglutid 1.8 mg,2018-02-12 18:00:00,9832,9774,58,115,508,3
1,Liraglutid 1.8 mg,2018-02-12 19:00:00,9036,9018,18,92,1186,3
1,Liraglutid 1.8 mg,2018-02-12 20:00:00,8794,8748,46,43,2056,3
1,Liraglutid 1.8 mg,2018-02-12 21:00:00,10000,9936,64,81,1208,3
1,Liraglutid 1.8 mg,2018-02-12 22:00:00,9072,9126,-54,91,546,3
1,Liraglutid 1.8 mg,2018-02-12 23:00:00,6920,6804,116,63,2778,3
1,Liraglutid 1.8 mg,2018-02-13 00:00:00,4340,4320,20,37,674,3
1,Liraglutid 1.8 mg,2018-02-13 01:00:00,7152,7074,78,43,584,3
1,Liraglutid 1.8 mg,2018-02-13 02:00:00,8959,8910,49,2,3282,3
1,Liraglutid 1.8 mg,2018-02-13 03:00:00,6036,5994,42,32,852,3
1,Liraglutid 1.8 mg,2018-02-13 04:00:00,4859,4806,53,54,442,3
1,Liraglutid 1.8 mg,2018-02-13 05:00:00,9054,9180,-126,44,220,3
1,Liraglutid 1.8 mg,2018-02-13 06:00:00,6720,6480,240,27,450,3
1,Liraglutid 1.8 mg,2018-02-13 07:00:00,9476,9342,134,49,362,3
1,Liraglutid 1.8 mg,2018-02-13 08:00:00,7924,7992,-68,78,352,3
1,Liraglutid 1.8 mg,2018-02-13 09:00:00,178,666,-488,50,272,3
1,Liraglutid 1.8 mg,2018-02-13 10:00:00,8185,7560,625,59,570,3
1,Liraglutid 1.8 mg,2018-02-13 11:00:00,8616,8532,84,33,3244,3
1,Liraglutid 1.8 mg,2018-02-13 12:00:00,10044,9990,54,50,210,3
1,Liraglutid 1.8 mg,2018-02-13 13:00:00,8264,8262,2,32,416,3
1,Liraglutid 1.8 mg,2018-02-13 14:00:00,9700,9666,34,38,366,3
1,Liraglutid 1.8 mg,2018-02-13 15:00:00,9459,9288,171,19,818,3
1,Liraglutid 1.8 mg,2018-02-13 16:00:00,9707,9666,41,44,538,3
1,Liraglutid 1.8 mg,2018-02-13 17:00:00,6518,6534,-16,36,404,3
1,Liraglutid 1.8 mg,2018-02-13 18:00:00,8042,7992,50,26,292,3
1,Liraglutid 1.8 mg,2018-02-13 19:00:00,8479,8316,163,25,448,3
1,Liraglutid 1.8 mg,2018-02-13 20:00:00,9856,9882,-26,26,270,3
1,Liraglutid 1.8 mg,2018-02-13 21:00:00,10019,9882,137,34,308,3
1,Liraglutid 1.8 mg,2018-02-13 22:00:00,8501,8460,41,72,496,3
1,Liraglutid 1.8 mg,2018-02-13 23:00:00,8520,8532,-12,23,2880,3
1,Liraglutid 1.8 mg,2018-02-14 00:00:00,9914,9774,140,45,356,3
1,Liraglutid 1.8 mg,2018-02-14 01:00:00,7552,7470,82,46,808,3
1,Liraglutid 1.8 mg,2018-02-14 02:00:00,9884,9828,56,45,310,3
1,Liraglutid 1.8 mg,2018-02-14 03:00:00,8500,8424,76,19,142,3
1,Liraglutid 1.8 mg,2018-02-14 04:00:00,8022,7992,30,39,792,3
1,Liraglutid 1.8 mg,2018-02-14 05:00:00,9400,9234,166,61,700,3
1,Liraglutid 1.8 mg,2018-02-14 06:00:00,68,216,-148,52,832,3
1,Liraglutid 1.8 mg,2018-02-14 08:00:00,3579,3564,15,41,322,3.5
1,Liraglutid 1.8 mg,2018-02-14 09:00:00,10308,10152,156,36,2240,4
1,Liraglutid 1.8 mg,2018-02-14 10:00:00,8491,8370,121,51,306,4
1,Liraglutid 1.8 mg,2018-02-14 11:00:00,9272,9234,38,28,1396,4
1,Liraglutid 1.8 mg,2018-02-14 12:00:00,9106,9126,-20,53,282,4
1,Liraglutid 1.8 mg,2018-02-14 13:00:00,8451,8316,135,28,2360,4
1,Liraglutid 1.8 mg,2018-02-14 14:00:00,9336,9288,48,49,348,4
1,Liraglutid 1.8 mg,2018-02-14 15:00:00,8808,8748,60,29,1118,4
1,Liraglutid 1.8 mg,2018-02-14 16:00:00,9690,9504,186,42,226,4
